generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,17,0.0003716138742462953,0.00043246330973150966,0.000404435930700778,1.5530217099724742e-05,"[71, 28, 9, 42, 81, 63, 27, 31, 85, 30, 69, 83, 75, 1, 7, 74, 61, 29, 55, 43, 13, 60, 33, 48, 32, 26, 40, 52, 3, 67, 6, 76, 80, 97, 19, 50, 17, 46, 25, 66, 37, 16, 64, 53, 24, 70, 34, 95, 99, 78, 45, 100, 5, 82, 65, 18, 15, 14, 84, 59, 10, 39, 22, 90, 8, 56, 88, 23, 86, 72, 68, 20, 73, 54, 12, 47, 51, 49, 21, 41, 35, 58, 77, 11, 4, 57, 79, 62, 96, 36, 44, 89, 94, 93, 87, 38, 91, 92, 2, 98]",0.00043246330973150966,2312.334890608037
1,17,0.0003716138742462953,0.00043246330973150966,0.0004035965540112742,1.5933883656463524e-05,"[71, 28, 9, 42, 81, 63, 27, 31, 85, 30, 69, 83, 75, 1, 7, 74, 61, 29, 55, 43, 13, 60, 33, 48, 32, 26, 40, 52, 3, 67, 6, 76, 80, 97, 19, 50, 17, 46, 25, 66, 37, 16, 64, 53, 24, 70, 34, 95, 99, 78, 45, 100, 5, 82, 65, 18, 15, 14, 84, 59, 10, 39, 22, 90, 8, 56, 88, 23, 86, 72, 68, 20, 73, 54, 12, 47, 51, 49, 21, 41, 35, 58, 77, 11, 4, 57, 79, 62, 96, 36, 44, 89, 94, 93, 87, 38, 91, 92, 2, 98]",0.00043246330973150966,2312.334890608037
2,21,0.0003716138742462953,0.00043246330973150966,0.0004014755616692353,1.5084652154417452e-05,"[71, 28, 9, 42, 81, 63, 27, 31, 85, 30, 69, 83, 75, 1, 7, 74, 61, 29, 55, 43, 13, 60, 33, 48, 32, 26, 40, 52, 3, 67, 6, 76, 80, 97, 19, 50, 17, 46, 25, 66, 37, 16, 64, 53, 24, 70, 34, 95, 99, 78, 45, 100, 5, 82, 65, 18, 15, 14, 84, 59, 10, 39, 22, 90, 8, 56, 88, 23, 86, 72, 68, 20, 73, 54, 12, 47, 51, 49, 21, 41, 35, 58, 77, 11, 4, 57, 79, 62, 96, 36, 44, 89, 94, 93, 87, 38, 91, 92, 2, 98]",0.00043246330973150966,2312.334890608037
3,15,0.0003716138742462953,0.00043246330973150966,0.000403218727327171,1.3130780563937796e-05,"[71, 28, 9, 42, 81, 63, 27, 31, 85, 30, 69, 83, 75, 1, 7, 74, 61, 29, 55, 43, 13, 60, 33, 48, 32, 26, 40, 52, 3, 67, 6, 76, 80, 97, 19, 50, 17, 46, 25, 66, 37, 16, 64, 53, 24, 70, 34, 95, 99, 78, 45, 100, 5, 82, 65, 18, 15, 14, 84, 59, 10, 39, 22, 90, 8, 56, 88, 23, 86, 72, 68, 20, 73, 54, 12, 47, 51, 49, 21, 41, 35, 58, 77, 11, 4, 57, 79, 62, 96, 36, 44, 89, 94, 93, 87, 38, 91, 92, 2, 98]",0.00043246330973150966,2312.334890608037
4,14,0.0003716138742462953,0.0004223576907582695,0.00040533912059651254,1.3424778618080127e-05,"[33, 37, 23, 38, 57, 34, 95, 8, 51, 68, 35, 65, 32, 26, 77, 61, 25, 13, 15, 72, 16, 21, 31, 76, 56, 5, 27, 82, 97, 48, 46, 1, 30, 62, 89, 52, 80, 98, 47, 22, 6, 17, 92, 73, 91, 14, 94, 90, 93, 10, 39, 2, 86, 74, 45, 50, 24, 43, 59, 69, 40, 83, 63, 71, 81, 49, 20, 4, 54, 75, 18, 42, 7, 28, 55, 67, 58, 11, 12, 66, 64, 36, 9, 70, 19, 99, 78, 3, 79, 85, 96, 87, 100, 29, 53, 88, 60, 41, 44, 84]",0.0004223576907582695,2367.661396681743
5,18,0.0003716138742462953,0.0004223576907582695,0.00040460625013758226,1.3311573038775184e-05,"[33, 37, 23, 38, 57, 34, 95, 8, 51, 68, 35, 65, 32, 26, 77, 61, 25, 13, 15, 72, 16, 21, 31, 76, 56, 5, 27, 82, 97, 48, 46, 1, 30, 62, 89, 52, 80, 98, 47, 22, 6, 17, 92, 73, 91, 14, 94, 90, 93, 10, 39, 2, 86, 74, 45, 50, 24, 43, 59, 69, 40, 83, 63, 71, 81, 49, 20, 4, 54, 75, 18, 42, 7, 28, 55, 67, 58, 11, 12, 66, 64, 36, 9, 70, 19, 99, 78, 3, 79, 85, 96, 87, 100, 29, 53, 88, 60, 41, 44, 84]",0.0004223576907582695,2367.661396681743
6,23,0.0003716138742462953,0.0004223576907582695,0.0004050924116483448,1.29981179225627e-05,"[33, 37, 23, 38, 57, 34, 95, 8, 51, 68, 35, 65, 32, 26, 77, 61, 25, 13, 15, 72, 16, 21, 31, 76, 56, 5, 27, 82, 97, 48, 46, 1, 30, 62, 89, 52, 80, 98, 47, 22, 6, 17, 92, 73, 91, 14, 94, 90, 93, 10, 39, 2, 86, 74, 45, 50, 24, 43, 59, 69, 40, 83, 63, 71, 81, 49, 20, 4, 54, 75, 18, 42, 7, 28, 55, 67, 58, 11, 12, 66, 64, 36, 9, 70, 19, 99, 78, 3, 79, 85, 96, 87, 100, 29, 53, 88, 60, 41, 44, 84]",0.0004223576907582695,2367.661396681743
7,18,0.0003716138742462953,0.0004223576907582695,0.00040547320815778165,1.415778396801041e-05,"[33, 37, 23, 38, 57, 34, 95, 8, 51, 68, 35, 65, 32, 26, 77, 61, 25, 13, 15, 72, 16, 21, 31, 76, 56, 5, 27, 82, 97, 48, 46, 1, 30, 62, 89, 52, 80, 98, 47, 22, 6, 17, 92, 73, 91, 14, 94, 90, 93, 10, 39, 2, 86, 74, 45, 50, 24, 43, 59, 69, 40, 83, 63, 71, 81, 49, 20, 4, 54, 75, 18, 42, 7, 28, 55, 67, 58, 11, 12, 66, 64, 36, 9, 70, 19, 99, 78, 3, 79, 85, 96, 87, 100, 29, 53, 88, 60, 41, 44, 84]",0.0004223576907582695,2367.661396681743
8,13,0.0003716138742462953,0.0004223576907582695,0.00040728044668952813,1.3493981297769862e-05,"[33, 37, 23, 38, 57, 34, 95, 8, 51, 68, 35, 65, 32, 26, 77, 61, 25, 13, 15, 72, 16, 21, 31, 76, 56, 5, 27, 82, 97, 48, 46, 1, 30, 62, 89, 52, 80, 98, 47, 22, 6, 17, 92, 73, 91, 14, 94, 90, 93, 10, 39, 2, 86, 74, 45, 50, 24, 43, 59, 69, 40, 83, 63, 71, 81, 49, 20, 4, 54, 75, 18, 42, 7, 28, 55, 67, 58, 11, 12, 66, 64, 36, 9, 70, 19, 99, 78, 3, 79, 85, 96, 87, 100, 29, 53, 88, 60, 41, 44, 84]",0.0004223576907582695,2367.661396681743
9,7,0.0003716138742462953,0.0004223576907582695,0.00040748986324680463,1.3661377235754334e-05,"[33, 37, 23, 38, 57, 34, 95, 8, 51, 68, 35, 65, 32, 26, 77, 61, 25, 13, 15, 72, 16, 21, 31, 76, 56, 5, 27, 82, 97, 48, 46, 1, 30, 62, 89, 52, 80, 98, 47, 22, 6, 17, 92, 73, 91, 14, 94, 90, 93, 10, 39, 2, 86, 74, 45, 50, 24, 43, 59, 69, 40, 83, 63, 71, 81, 49, 20, 4, 54, 75, 18, 42, 7, 28, 55, 67, 58, 11, 12, 66, 64, 36, 9, 70, 19, 99, 78, 3, 79, 85, 96, 87, 100, 29, 53, 88, 60, 41, 44, 84]",0.0004223576907582695,2367.661396681743
