generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,90,0.0003208266543315831,0.0003961415740848648,0.00035277291252002423,1.8204244679963506e-05,"[38, 77, 95, 58, 15, 76, 17, 54, 90, 68, 11, 21, 33, 52, 23, 18, 1, 10, 16, 100, 66, 19, 48, 22, 31, 20, 89, 84, 41, 29, 61, 45, 62, 24, 12, 6, 34, 49, 70, 65, 81, 13, 98, 14, 8, 73, 97, 79, 51, 96, 2, 56, 35, 85, 91, 53, 92, 82, 37, 67, 7, 63, 72, 36, 5, 40, 75, 55, 26, 87, 93, 60, 99, 32, 46, 39, 50, 9, 47, 69, 43, 74, 27, 28, 30, 3, 78, 4, 25, 88, 64, 42, 80, 83, 59, 86, 71, 44, 94, 57]",0.0003961415740848648,2524.3500440723033
1,76,0.0003208266543315831,0.0003931851062172588,0.0003523460002960753,1.8670854408716543e-05,"[80, 74, 85, 26, 3, 53, 19, 81, 88, 78, 94, 100, 73, 30, 51, 64, 93, 7, 24, 6, 63, 86, 48, 29, 54, 55, 12, 90, 15, 50, 22, 71, 18, 9, 96, 59, 92, 68, 98, 1, 47, 2, 75, 20, 66, 60, 45, 67, 57, 83, 89, 44, 10, 52, 21, 41, 37, 8, 42, 97, 28, 87, 31, 16, 84, 32, 82, 95, 43, 99, 76, 4, 17, 25, 65, 11, 38, 56, 23, 58, 40, 27, 33, 14, 70, 61, 69, 62, 77, 35, 91, 79, 46, 34, 13, 36, 39, 49, 72, 5]",0.0003931851062172588,2543.331332208293
2,80,0.0003208266543315831,0.0003931851062172588,0.00035374096374668365,2.0462568628799203e-05,"[80, 74, 85, 26, 3, 53, 19, 81, 88, 78, 94, 100, 73, 30, 51, 64, 93, 7, 24, 6, 63, 86, 48, 29, 54, 55, 12, 90, 15, 50, 22, 71, 18, 9, 96, 59, 92, 68, 98, 1, 47, 2, 75, 20, 66, 60, 45, 67, 57, 83, 89, 44, 10, 52, 21, 41, 37, 8, 42, 97, 28, 87, 31, 16, 84, 32, 82, 95, 43, 99, 76, 4, 17, 25, 65, 11, 38, 56, 23, 58, 40, 27, 33, 14, 70, 61, 69, 62, 77, 35, 91, 79, 46, 34, 13, 36, 39, 49, 72, 5]",0.0003931851062172588,2543.331332208293
3,87,0.0003212766506053443,0.0003931851062172588,0.00035555949854414333,1.9558144857952427e-05,"[80, 74, 85, 26, 3, 53, 19, 81, 88, 78, 94, 100, 73, 30, 51, 64, 93, 7, 24, 6, 63, 86, 48, 29, 54, 55, 12, 90, 15, 50, 22, 71, 18, 9, 96, 59, 92, 68, 98, 1, 47, 2, 75, 20, 66, 60, 45, 67, 57, 83, 89, 44, 10, 52, 21, 41, 37, 8, 42, 97, 28, 87, 31, 16, 84, 32, 82, 95, 43, 99, 76, 4, 17, 25, 65, 11, 38, 56, 23, 58, 40, 27, 33, 14, 70, 61, 69, 62, 77, 35, 91, 79, 46, 34, 13, 36, 39, 49, 72, 5]",0.0003931851062172588,2543.331332208293
4,74,0.0003212766506053443,0.0003931851062172588,0.00035555095283852216,2.0847709069435826e-05,"[80, 74, 85, 26, 3, 53, 19, 81, 88, 78, 94, 100, 73, 30, 51, 64, 93, 7, 24, 6, 63, 86, 48, 29, 54, 55, 12, 90, 15, 50, 22, 71, 18, 9, 96, 59, 92, 68, 98, 1, 47, 2, 75, 20, 66, 60, 45, 67, 57, 83, 89, 44, 10, 52, 21, 41, 37, 8, 42, 97, 28, 87, 31, 16, 84, 32, 82, 95, 43, 99, 76, 4, 17, 25, 65, 11, 38, 56, 23, 58, 40, 27, 33, 14, 70, 61, 69, 62, 77, 35, 91, 79, 46, 34, 13, 36, 39, 49, 72, 5]",0.0003931851062172588,2543.331332208293
5,81,0.0003212766506053443,0.00039277950829776575,0.0003543377198388276,2.1117135555785602e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
6,86,0.0003212766506053443,0.00039277950829776575,0.00035880214756246217,2.0415811840596295e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
7,86,0.0003212766506053443,0.00039277950829776575,0.00036093678807959335,2.1982983909026722e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
8,86,0.0003212766506053443,0.00039277950829776575,0.0003634756670735874,2.0780376456101153e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
9,90,0.0003212766506053443,0.00039277950829776575,0.0003644093403377151,2.1252827698060863e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
10,81,0.0003212766506053443,0.00039277950829776575,0.00036809400039316387,2.1708904917998095e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
11,88,0.0003232124239187278,0.00039277950829776575,0.000369652663170478,1.93587286983152e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
12,90,0.00033119403840657804,0.00039277950829776575,0.00037538838550709005,1.8483939878199387e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
13,89,0.00033550803030368164,0.00039277950829776575,0.0003757820894779798,1.7506127256456855e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
14,88,0.00033550803030368164,0.00039277950829776575,0.0003754556614367309,1.7978641981458163e-05,"[16, 14, 45, 57, 33, 88, 4, 79, 50, 77, 56, 59, 69, 65, 61, 46, 53, 34, 76, 98, 85, 49, 35, 47, 86, 74, 12, 97, 90, 62, 41, 82, 95, 18, 2, 78, 17, 55, 42, 11, 30, 71, 73, 3, 37, 81, 66, 64, 84, 39, 31, 7, 44, 38, 72, 75, 32, 19, 10, 96, 87, 99, 5, 63, 43, 23, 24, 36, 52, 21, 100, 13, 28, 9, 54, 25, 91, 93, 22, 29, 15, 40, 94, 83, 80, 6, 92, 1, 89, 60, 70, 51, 67, 48, 68, 20, 58, 26, 8, 27]",0.00039277950829776575,2545.9576654948632
