generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,0,0.005532596990752183,0.006293594949782877,0.005948982351668693,0.0002400244989905657,"[6, 3, 8, 10, 4, 9, 1, 2, 5, 7]",0.006293594949782877,158.89169989156977
1,1,0.005532596990752183,0.006293594949782877,0.0060079180958453075,0.0002598076689478305,"[6, 3, 8, 10, 4, 9, 1, 2, 5, 7]",0.006293594949782877,158.89169989156977
2,0,0.005532596990752183,0.006105745360729448,0.005876486012738542,0.0002807842106704548,"[4, 5, 2, 8, 9, 3, 1, 7, 6, 10]",0.006105745360729448,163.78016784514756
3,2,0.005532596990752183,0.006105745360729448,0.005876486012738542,0.0002807842106704548,"[4, 5, 2, 8, 9, 3, 1, 7, 6, 10]",0.006105745360729448,163.78016784514756
4,2,0.005532596990752183,0.006105745360729448,0.005761856338743089,0.0002807842106704548,"[4, 5, 2, 8, 9, 3, 1, 7, 6, 10]",0.006105745360729448,163.78016784514756
5,0,0.005532596990752183,0.006105745360729448,0.005647226664747636,0.00022925934799091665,"[4, 5, 2, 8, 9, 3, 1, 7, 6, 10]",0.006105745360729448,163.78016784514756
6,0,0.005532596990752183,0.006105745360729448,0.00558991182774991,0.0001719445109931924,"[4, 5, 2, 8, 9, 3, 1, 7, 6, 10]",0.006105745360729448,163.78016784514756
7,3,0.005532596990752183,0.006105745360729448,0.00558991182774991,0.0001719445109931924,"[4, 5, 2, 8, 9, 3, 1, 7, 6, 10]",0.006105745360729448,163.78016784514756
8,0,0.005532596990752183,0.005532596990752183,0.005532596990752183,8.231806349783991e-11,"[1, 8, 3, 4, 2, 7, 9, 6, 10, 5]",0.005532596990752183,180.74694427797914
9,2,0.005532596990752183,0.005532596990752183,0.005532596990752183,8.231806349783991e-11,"[1, 8, 3, 4, 2, 7, 9, 6, 10, 5]",0.005532596990752183,180.74694427797914
