generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,7,0.0007240068492801533,0.0008563180909023701,0.0007803198788817825,2.7063769099386016e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
1,13,0.0007351813052603243,0.0008563180909023701,0.0007900894669349578,2.66987372776628e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
2,3,0.0007381665040900727,0.0008563180909023701,0.0007995309886834432,2.9724449915848886e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
3,8,0.0007381665040900727,0.0008563180909023701,0.0008002272692539883,3.195330623746166e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
4,11,0.0007381665040900727,0.0008563180909023701,0.0008103344166561323,3.3614108751648495e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
5,8,0.0007679668082593723,0.0008563180909023701,0.0008097159453614364,3.2438840989030094e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
6,13,0.0007679668082593723,0.0008563180909023701,0.0008122996164254923,3.269435890863396e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
7,9,0.0007763445361044603,0.0008563180909023701,0.000823147760290065,3.2864879576158337e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
8,11,0.0007763445361044603,0.0008563180909023701,0.0008243386994610438,3.4390015032049676e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
9,12,0.0007763445361044603,0.0008563180909023701,0.0008323533563670792,3.293692441050081e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
10,14,0.00078532026004525,0.0008563180909023701,0.0008403233950939114,2.7992436761917393e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
11,13,0.00078532026004525,0.0008563180909023701,0.0008349985577796272,3.103121358060266e-05,"[20, 5, 16, 32, 39, 1, 33, 19, 11, 34, 9, 3, 29, 38, 27, 35, 40, 22, 10, 13, 2, 25, 8, 30, 7, 4, 24, 21, 18, 12, 23, 6, 17, 31, 37, 28, 36, 15, 26, 14]",0.0008563180909023701,1167.790346395953
