generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,8,0.0047949142633229285,0.006197356024578251,0.005729875437493144,0.0006611173864018935,"[2, 10, 8, 4, 5, 9, 6, 1, 7, 3]",0.006197356024578251,161.3591338038471
1,4,0.0047949142633229285,0.006197356024578251,0.005729875437493144,0.0006611173864018935,"[3, 2, 10, 4, 1, 5, 8, 6, 7, 9]",0.006197356024578251,161.3591338038471
2,8,0.0047949142633229285,0.006197356024578251,0.005729875437493144,0.0006611173864018935,"[3, 2, 10, 4, 1, 5, 8, 6, 7, 9]",0.006197356024578251,161.3591338038471
3,6,0.0047949142633229285,0.006197356024578251,0.005885702299854845,0.0005830507306134723,"[7, 5, 10, 9, 8, 4, 3, 2, 6, 1]",0.006197356024578251,161.3591338038471
4,8,0.0047949142633229285,0.006197356024578251,0.0055740485751314415,0.0006968789139225363,"[2, 10, 8, 4, 5, 9, 6, 1, 7, 3]",0.006197356024578251,161.3591338038471
5,4,0.0047949142633229285,0.006197356024578251,0.005418221712769739,0.0006968789139225388,"[2, 10, 8, 4, 5, 9, 6, 1, 7, 3]",0.006197356024578251,161.3591338038471
6,8,0.0047949142633229285,0.006197356024578251,0.004950741125684633,0.00044074492426791873,"[7, 5, 10, 9, 8, 4, 3, 2, 6, 1]",0.006197356024578251,161.3591338038471
7,8,0.0047949142633229285,0.006197356024578251,0.005106567988046335,0.0005830507306134606,"[7, 5, 10, 9, 8, 4, 3, 2, 6, 1]",0.006197356024578251,161.3591338038471
8,8,0.0047949142633229285,0.006197356024578251,0.005262394850408037,0.0006611173864018935,"[7, 5, 10, 9, 8, 4, 3, 2, 6, 1]",0.006197356024578251,161.3591338038471
9,8,0.0047949142633229285,0.006197356024578251,0.005106567988046335,0.0005830507306134606,"[7, 5, 10, 9, 8, 4, 3, 2, 6, 1]",0.006197356024578251,161.3591338038471
