generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,8,0.0013836292314046077,0.0016877280758944803,0.0015149122174226406,8.480140466494125e-05,"[22, 25, 14, 5, 17, 16, 19, 24, 10, 9, 13, 7, 3, 11, 2, 20, 21, 1, 15, 8, 4, 23, 12, 6, 18]",0.0016877280758944803,592.5125109209368
1,4,0.0013836292314046077,0.0016877280758944803,0.0015140397507185167,8.973482451220185e-05,"[22, 25, 14, 5, 17, 16, 19, 24, 10, 9, 13, 7, 3, 11, 2, 20, 21, 1, 15, 8, 4, 23, 12, 6, 18]",0.0016877280758944803,592.5125109209368
2,7,0.0013836292314046077,0.0016877280758944803,0.001506275598777379,8.731690062558403e-05,"[22, 25, 14, 5, 17, 16, 19, 24, 10, 9, 13, 7, 3, 11, 2, 20, 21, 1, 15, 8, 4, 23, 12, 6, 18]",0.0016877280758944803,592.5125109209368
3,13,0.0013836292314046077,0.0016703205039543623,0.0014811556380710392,7.20730665539246e-05,"[14, 2, 7, 6, 24, 21, 25, 20, 19, 10, 16, 8, 17, 23, 9, 1, 4, 11, 15, 5, 3, 18, 12, 13, 22]",0.0016703205039543623,598.6874959821021
4,5,0.0013836292314046077,0.0016703205039543623,0.001473443341553343,6.20438629450109e-05,"[14, 2, 7, 6, 24, 21, 25, 20, 19, 10, 16, 8, 17, 23, 9, 1, 4, 11, 15, 5, 3, 18, 12, 13, 22]",0.0016703205039543623,598.6874959821021
5,10,0.0013836292314046077,0.0015894383047158982,0.001461795173096163,4.150655053485774e-05,"[10, 2, 24, 1, 23, 25, 7, 14, 21, 18, 20, 13, 8, 15, 16, 4, 11, 22, 9, 6, 19, 17, 5, 12, 3]",0.0015894383047158982,629.1530769284835
6,8,0.0013836292314046077,0.0015894383047158982,0.0014697893449028424,5.283531016868959e-05,"[10, 2, 24, 1, 23, 25, 7, 14, 21, 18, 20, 13, 8, 15, 16, 4, 11, 22, 9, 6, 19, 17, 5, 12, 3]",0.0015894383047158982,629.1530769284835
7,12,0.0013900921931927206,0.0015894383047158982,0.0014622715871724112,6.219998669476657e-05,"[10, 2, 24, 1, 23, 25, 7, 14, 21, 18, 20, 13, 8, 15, 16, 4, 11, 22, 9, 6, 19, 17, 5, 12, 3]",0.0015894383047158982,629.1530769284835
8,11,0.0013900921931927206,0.0015894383047158982,0.0014592574541874312,6.35422877146784e-05,"[10, 2, 24, 1, 23, 25, 7, 14, 21, 18, 20, 13, 8, 15, 16, 4, 11, 22, 9, 6, 19, 17, 5, 12, 3]",0.0015894383047158982,629.1530769284835
9,4,0.0013900921931927206,0.0015894383047158982,0.0014516886307646979,6.561159534756898e-05,"[10, 2, 24, 1, 23, 25, 7, 14, 21, 18, 20, 13, 8, 15, 16, 4, 11, 22, 9, 6, 19, 17, 5, 12, 3]",0.0015894383047158982,629.1530769284835
10,9,0.0013900921931927206,0.0015894383047158982,0.001458630093254221,6.917916317697728e-05,"[10, 2, 24, 1, 23, 25, 7, 14, 21, 18, 20, 13, 8, 15, 16, 4, 11, 22, 9, 6, 19, 17, 5, 12, 3]",0.0015894383047158982,629.1530769284835
