generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness,Best individual,Best fitness,Total distance
0,20,0.002624857534286198,0.0029346278886222678,0.0028108084916575364,0.00011825424597842106,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
1,14,0.0026359659926561635,0.0029346278886222678,0.002873385249236963,8.872027115199267e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
2,24,0.0026359659926561635,0.0029346278886222678,0.002875305540027385,7.912248485160898e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
3,22,0.0026359659926561635,0.0029346278886222678,0.0028807316124902704,7.577396250348233e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
4,18,0.0027632636035961754,0.0029346278886222678,0.0029089691607956754,4.455609965020248e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
5,20,0.0027632636035961754,0.0029346278886222678,0.002913107546258644,3.294330215207592e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
6,23,0.0029054542104866403,0.0029346278886222678,0.0029261837854634176,1.1590456666920603e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
7,16,0.0029054542104866403,0.0029346278886222678,0.002925151094611395,1.2495937550737166e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
8,20,0.0029054542104866403,0.0029346278886222678,0.0029268299492080665,1.1517505761683232e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
9,14,0.0029054542104866403,0.0029346278886222678,0.002926702653668735,1.2020887454821525e-05,"[23, 7, 13, 24, 25, 6, 16, 4, 8, 2, 19, 11, 10, 17, 12, 5, 1, 14, 15, 3, 21, 9, 20, 22, 18]",0.0029346278886222678,340.7587053462762
